,Id,Appliance,Company,Energy_Consumption_kWh,Materials_Used,Manufacturing_Emissions_kg_CO2e,Transportation_Mode,Distance_Traveled_km,Transportation_Emissions_kg_CO2e,Energy_Efficiency,Water_Consumption_gallons,Energy_Star_Rating,Eco_Friendly_Certificate_1,Eco_Friendly_Certificate_2,Biodegradable_Packaging,Eco_Friendliness
9287,9288,Sony Smart TV,Whirlpool,60,"Plastic, aluminum",132,Truck,463,400,5,0,3,RoHS Compliant,Energy Star Certified,1,4
9288,9289,Sony Smart TV,Panasonic,60,"Steel, plastic, glass",68,Ship,1822,146,5,0,4,Energy Star Certified,Green Seal Certified,1,5
9289,9290,Sony Smart TV,Panasonic,79,"Steel, plastic, copper",61,Ship,788,260,3,0,4,ENERGY STAR Certified,Energy Star Certified,1,4
9290,9291,Sony Smart TV,LG,60,"Plastic, aluminum",110,Airplane,776,400,5,1,4,RoHS Compliant,Energy Star Certified,1,4
9291,9292,Sony Smart TV,Generic,1225,"Steel, plastic",412,Truck,139,45,1,0,1,No Certification,No Certification,0,3
9292,9293,Sony Smart TV,Sony,60,"Plastic, glass, copper, aluminum",90,Airplane,1027,391,5,0,4,RoHS Compliant,Energy Star Certified,1,4
9293,9294,Sony Smart TV,Generic,519,"Plastic, glass, copper, aluminum",441,Ship,783,119,4,1,3,ENERGY STAR Certified,No Certification,0,1
9294,9295,Sony Smart TV,Sony,60,"Steel, plastic, copper, aluminum",275,Train,899,202,5,11,3,ENERGY STAR Certified,EcoLogo Certified,1,5
9295,9296,Sony Smart TV,HP,60,"Plastic, aluminum",56,Airplane,1171,337,5,0,4,RoHS Compliant,Energy Star Certified,1,4
9296,9297,Sony Smart TV,Maytag,631,"Steel, plastic, copper, aluminum",253,Train,794,216,5,0,5,ENERGY STAR Certified,Green Seal Certified,1,5
9297,9298,Sony Smart TV,Samsung,472,"Steel, plastic",432,Train,766,122,3,0,3,RoHS Compliant,EcoLabel Certified,1,4
9298,9299,Sony Smart TV,Samsung,60,"Plastic, aluminum",54,Train,1307,360,5,0,4,EcoLogo Certified,Energy Star Certified,1,5
9299,9300,Sony Smart TV,Maytag,617,"Steel, plastic, copper, aluminum",105,Truck,763,259,5,12,1,ENERGY STAR Certified,EcoLogo Certified,0,5
9300,9301,Sony Smart TV,Samsung,104,"Steel, plastic",675,Truck,143,238,1,0,1,Cradle to Cradle Certified,No Certification,0,4
9301,9302,Sony Smart TV,Philips,60,"Plastic, aluminum",161,Truck,1807,400,5,0,4,Green Seal Certified,Energy Star Certified,1,5
9302,9303,Sony Smart TV,Panasonic,184,"Plastic, glass, copper, aluminum",166,Ship,1725,125,5,0,4,RoHS Compliant,EcoLogo Certified,1,5
9303,9304,Sony Smart TV,Panasonic,443,"Steel, plastic, copper, aluminum",332,Ship,948,48,5,9,4,EPEAT Certified,No Certification,1,2
9304,9305,Sony Smart TV,Generic,701,"Steel, plastic, copper",79,Train,691,232,2,10,4,ENERGY STAR Certified,Green Seal Certified,0,5
9305,9306,Sony Smart TV,Sony,441,"Steel, plastic, copper",91,Train,1098,210,5,0,3,ENERGY STAR Certified,No Certification,1,5
9306,9307,Sony Smart TV,Panasonic,512,"Steel, aluminum",97,Truck,655,192,5,0,4,EPEAT Certified,No Certification,1,5
9307,9308,Sony Smart TV,Dell,60,"Steel, plastic, copper, aluminum",414,Ship,1795,400,5,0,4,EPEAT Certified,Green Seal Certified,1,5
9308,9309,Sony Smart TV,Sony,122,"Steel, plastic",87,Airplane,242,114,5,0,3,RoHS Compliant,Energy Star Certified,1,5
9309,9310,Sony Smart TV,Generic,60,"Steel, plastic, glass",63,Truck,659,163,4,0,4,ENERGY STAR Certified,No Certification,1,4
9310,9311,Sony Smart TV,Sony,60,"Plastic, aluminum",62,Truck,1625,270,5,0,5,EcoLogo Certified,Energy Star Certified,1,5
9311,9312,Sony Smart TV,HP,99,"Plastic, glass, copper, aluminum",119,Airplane,405,167,4,0,3,No Certification,Energy Star Certified,1,5
9312,9313,Sony Smart TV,Generic,821,"Glass, tungsten",130,Truck,50,143,5,0,4,ENERGY STAR Certified,No Certification,1,1
9313,9314,Sony Smart TV,Samsung,89,"Steel, plastic, glass",134,Ship,670,176,4,0,3,Energy Star Certified,Energy Star Certified,1,5
9314,9315,Sony Smart TV,Generic,1298,"Steel, plastic, glass",593,Truck,50,120,2,0,1,No Certification,No Certification,0,1
9315,9316,Sony Smart TV,HP,205,"Plastic, glass, copper, aluminum",74,Airplane,1785,400,5,0,5,EPEAT Certified,EcoLogo Certified,1,5
9316,9317,Sony Smart TV,Sony,110,"Plastic, glass, copper, aluminum",396,Ship,926,258,5,12,4,ENERGY STAR Certified,Energy Star Certified,1,5
9317,9318,Sony Smart TV,Whirlpool,187,"Steel, plastic, copper, aluminum",287,Train,961,200,3,14,1,ENERGY STAR Certified,Green Seal Certified,0,1
9318,9319,Sony Smart TV,Panasonic,90,"Plastic, aluminum",336,Ship,981,400,5,8,5,Green Seal Certified,Energy Star Certified,1,4
9319,9320,Sony Smart TV,Generic,827,"Steel, plastic, copper, aluminum",395,Ship,930,177,1,13,4,Energy Star Certified,EcoLogo Certified,0,5
9320,9321,Sony Smart TV,LG,60,"Plastic, glass, copper, aluminum",68,Ship,1423,155,5,0,4,Cradle to Cradle Certified,Energy Star Certified,1,5
9321,9322,Sony Smart TV,Sony,60,"Steel, plastic, copper, aluminum",53,Ship,262,295,5,0,4,No Certification,EcoLogo Certified,0,4
9322,9323,Sony Smart TV,LG,123,"Plastic, aluminum",106,Airplane,1847,400,5,0,3,EcoLogo Certified,Energy Star Certified,1,4
9323,9324,Sony Smart TV,Generic,1461,"Steel, plastic, copper, aluminum",561,Train,609,144,4,15,1,No Certification,No Certification,0,1
9324,9325,Sony Smart TV,Maytag,447,"Steel, plastic",212,Ship,783,198,1,11,4,ENERGY STAR Certified,Green Seal Certified,0,5
9325,9326,Sony Smart TV,HP,83,"Plastic, aluminum",131,Airplane,1549,352,4,0,5,EPEAT Certified,Energy Star Certified,1,5
9326,9327,Sony Smart TV,HP,73,"Plastic, glass, copper, aluminum",114,Airplane,1370,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
9327,9328,Sony Smart TV,Generic,590,"Plastic, glass, copper, aluminum",472,Truck,167,109,4,1,3,No Certification,No Certification,0,4
9328,9329,Sony Smart TV,LG,60,"Plastic, glass, copper, aluminum",41,Airplane,2000,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
9329,9330,Sony Smart TV,Samsung,219,"Plastic, glass, copper, aluminum",356,Ship,799,218,5,0,4,RoHS Compliant,Green Seal Certified,1,5
9330,9331,Sony Smart TV,LG,60,"Plastic, aluminum",58,Ship,2000,153,5,0,5,RoHS Compliant,Energy Star Certified,1,4
9331,9332,Sony Smart TV,HP,60,"Plastic, glass, copper, aluminum",105,Airplane,2000,400,5,0,5,RoHS Compliant,Energy Star Certified,1,5
9332,9333,Sony Smart TV,Bosch,60,"Plastic, glass, copper, aluminum",53,Truck,1426,166,5,0,3,EcoLogo Certified,Energy Star Certified,1,5
9333,9334,Sony Smart TV,Samsung,1500,"Glass, tungsten",750,Truck,143,152,2,0,1,No Certification,No Certification,0,2
9334,9335,Sony Smart TV,Maytag,583,"Steel, plastic, copper, aluminum",210,Train,1171,53,5,15,4,RoHS Compliant,EcoLogo Certified,0,5
9335,9336,Sony Smart TV,Generic,283,"Plastic, aluminum",167,Truck,50,81,1,0,3,No Certification,No Certification,0,2
9336,9337,Sony Smart TV,HP,78,"Plastic, aluminum",77,Airplane,1738,363,5,0,4,RoHS Compliant,Energy Star Certified,1,5
9337,9338,Sony Smart TV,LG,60,"Steel, aluminum",146,Ship,913,157,4,0,4,ENERGY STAR Certified,Energy Star Certified,1,5
9338,9339,Sony Smart TV,Maytag,60,"Steel, plastic, copper, aluminum",275,Ship,811,129,5,12,4,ENERGY STAR Certified,EcoLogo Certified,0,1
9339,9340,Sony Smart TV,Generic,253,"Steel, aluminum",134,Truck,50,100,4,1,3,No Certification,EcoLabel Certified,1,5
9340,9341,Sony Smart TV,Panasonic,678,"Plastic, aluminum",750,Truck,618,74,4,0,1,No Certification,No Certification,0,2
9341,9342,Sony Smart TV,Dell,60,"Steel, plastic, copper",105,Ship,1074,400,5,10,4,No Certification,Energy Star Certified,1,5
9342,9343,Sony Smart TV,HP,60,"Steel, plastic, glass",65,Airplane,1562,400,5,0,3,RoHS Compliant,Energy Star Certified,1,5
9343,9344,Sony Smart TV,Dell,60,"Glass, tungsten",293,Airplane,816,400,5,0,5,EPEAT Certified,Energy Star Certified,1,5
9344,9345,Sony Smart TV,Philips,538,"Steel, plastic, glass",465,Truck,987,127,1,0,2,Cradle to Cradle Certified,EcoLogo Certified,0,3
9345,9346,Sony Smart TV,Whirlpool,348,"Steel, plastic, copper, aluminum",360,Ship,1134,167,4,10,4,EcoLogo Certified,No Certification,0,1
9346,9347,Sony Smart TV,Whirlpool,110,"Plastic, glass, copper, aluminum",655,Truck,129,42,4,0,3,No Certification,EcoLogo Certified,1,2
9347,9348,Sony Smart TV,Philips,246,"Steel, plastic, copper",161,Truck,348,101,5,0,1,EPEAT Certified,No Certification,1,4
9348,9349,Sony Smart TV,Samsung,214,"Steel, plastic",504,Truck,90,159,5,0,4,ENERGY STAR Certified,No Certification,0,3
9349,9350,Sony Smart TV,Sony,479,"Steel, plastic",444,Ship,212,130,2,0,2,Cradle to Cradle Certified,Green Seal Certified,0,2
9350,9351,Sony Smart TV,Sony,177,"Plastic, glass, copper, aluminum",47,Airplane,847,125,4,0,4,EPEAT Certified,Energy Star Certified,1,5
9351,9352,Sony Smart TV,Sony,60,"Plastic, aluminum",101,Airplane,726,400,5,1,4,EPEAT Certified,Green Seal Certified,1,4
9352,9353,Sony Smart TV,Bosch,313,"Steel, plastic, copper, aluminum",112,Ship,645,400,5,11,4,ENERGY STAR Certified,Energy Star Certified,1,5
9353,9354,Sony Smart TV,Generic,515,"Steel, plastic",680,Train,50,176,1,0,1,Cradle to Cradle Certified,No Certification,0,1
9354,9355,Sony Smart TV,Maytag,266,"Steel, plastic, copper, aluminum",397,Train,1204,241,5,8,4,ENERGY STAR Certified,Green Seal Certified,0,5
9355,9356,Sony Smart TV,Sony,60,"Plastic, aluminum",153,Airplane,1808,338,5,13,5,EPEAT Certified,Energy Star Certified,1,5
9356,9357,Sony Smart TV,Sony,99,"Steel, plastic, copper, aluminum",98,Airplane,1771,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
9357,9358,Sony Smart TV,Generic,146,"Steel, plastic, glass",110,Truck,126,155,3,0,4,No Certification,No Certification,0,5
9358,9359,Sony Smart TV,Dell,133,"Plastic, glass, copper, aluminum",91,Airplane,50,206,4,0,4,EcoLogo Certified,Energy Star Certified,1,4
9359,9360,Sony Smart TV,Sony,778,"Steel, plastic, copper, aluminum",388,Ship,281,57,5,0,5,No Certification,Energy Star Certified,0,2
9360,9361,Sony Smart TV,HP,60,"Steel, plastic, copper",45,Ship,777,400,5,1,4,EPEAT Certified,Energy Star Certified,1,5
9361,9362,Sony Smart TV,Dell,149,"Plastic, aluminum",104,Truck,273,400,5,2,3,No Certification,No Certification,1,4
9362,9363,Sony Smart TV,Panasonic,60,"Steel, aluminum",40,Airplane,677,175,4,0,4,EPEAT Certified,Energy Star Certified,1,5
9363,9364,Sony Smart TV,Philips,133,"Plastic, aluminum",134,Truck,50,82,4,0,3,RoHS Compliant,Energy Star Certified,1,5
9364,9365,Sony Smart TV,HP,60,"Plastic, aluminum",30,Ship,888,400,5,14,4,ENERGY STAR Certified,Energy Star Certified,1,5
9365,9366,Sony Smart TV,Sony,85,"Steel, plastic, copper",152,Airplane,1578,400,5,1,4,No Certification,Energy Star Certified,1,5
9366,9367,Sony Smart TV,Generic,60,"Steel, plastic, glass",566,Truck,732,400,4,1,3,RoHS Compliant,Green Seal Certified,1,2
9367,9368,Sony Smart TV,Philips,440,"Plastic, glass, copper, aluminum",293,Ship,914,207,5,15,4,No Certification,Green Seal Certified,0,5
9368,9369,Sony Smart TV,Sony,180,"Steel, plastic, glass",107,Truck,1795,115,4,0,2,No Certification,Green Seal Certified,1,3
9369,9370,Sony Smart TV,Whirlpool,295,"Steel, plastic, copper, aluminum",387,Train,858,77,3,9,5,ENERGY STAR Certified,Energy Star Certified,0,3
9370,9371,Sony Smart TV,Dell,60,"Steel, plastic, copper",76,Ship,1679,400,5,1,4,Energy Star Certified,EcoLogo Certified,1,4
9371,9372,Sony Smart TV,Maytag,74,"Plastic, aluminum",87,Truck,1815,400,5,0,4,No Certification,Energy Star Certified,1,5
9372,9373,Sony Smart TV,Philips,60,"Plastic, aluminum",30,Airplane,1107,157,5,0,4,No Certification,Energy Star Certified,1,5
9373,9374,Sony Smart TV,Bosch,711,"Steel, plastic, copper, aluminum",349,Ship,1396,236,2,9,1,Cradle to Cradle Certified,Green Seal Certified,0,2
9374,9375,Sony Smart TV,Generic,736,"Steel, plastic",750,Truck,50,143,1,1,1,No Certification,No Certification,0,1
9375,9376,Sony Smart TV,Panasonic,514,"Steel, plastic",329,Truck,50,164,1,1,1,No Certification,No Certification,0,2
9376,9377,Sony Smart TV,Sony,546,"Plastic, aluminum",44,Ship,508,214,5,10,5,ENERGY STAR Certified,Green Seal Certified,0,5
9377,9378,Sony Smart TV,Sony,60,"Plastic, aluminum",30,Airplane,1553,400,5,0,4,RoHS Compliant,Green Seal Certified,1,4
9378,9379,Sony Smart TV,Maytag,646,"Steel, plastic, glass",129,Truck,50,110,4,11,4,No Certification,Energy Star Certified,0,4
9379,9380,Sony Smart TV,Generic,60,"Plastic, glass, copper, aluminum",114,Truck,955,68,4,1,4,No Certification,EcoLogo Certified,0,1
9380,9381,Sony Smart TV,Generic,60,"Steel, plastic, glass",100,Truck,50,83,4,0,3,EPEAT Certified,No Certification,0,4
9381,9382,Sony Smart TV,Dell,60,"Steel, plastic, glass",85,Train,1616,400,5,0,4,Cradle to Cradle Certified,Energy Star Certified,1,5
9382,9383,Sony Smart TV,Maytag,60,"Steel, plastic, copper",87,Airplane,1435,400,5,0,4,RoHS Compliant,EcoLogo Certified,1,5
9383,9384,Sony Smart TV,Philips,353,"Plastic, aluminum",64,Truck,740,400,4,8,5,Cradle to Cradle Certified,EcoLogo Certified,1,5
9384,9385,Sony Smart TV,Dell,77,"Steel, plastic, glass",30,Ship,1735,77,5,0,3,EPEAT Certified,EcoLogo Certified,1,5
9385,9386,Sony Smart TV,Sony,122,"Glass, tungsten",30,Airplane,689,152,5,0,4,RoHS Compliant,Energy Star Certified,1,4
9386,9387,Sony Smart TV,Generic,782,"Steel, plastic, copper, aluminum",442,Truck,498,85,3,12,1,ENERGY STAR Certified,EcoLogo Certified,0,3
9387,9388,Sony Smart TV,Generic,96,"Steel, plastic, glass",124,Truck,235,137,4,0,4,EcoLogo Certified,EcoLabel Certified,0,5
9388,9389,Sony Smart TV,Dell,60,"Plastic, glass, copper, aluminum",104,Truck,95,76,5,0,4,EcoLogo Certified,Energy Star Certified,1,4
9389,9390,Sony Smart TV,Philips,604,"Steel, plastic, copper, aluminum",331,Ship,907,210,4,10,1,Cradle to Cradle Certified,Green Seal Certified,0,1
9390,9391,Sony Smart TV,Maytag,890,"Steel, plastic",291,Train,806,170,2,0,4,No Certification,EcoLogo Certified,0,5
9391,9392,Sony Smart TV,Generic,627,"Steel, plastic, copper",417,Ship,753,109,3,13,2,EcoLogo Certified,No Certification,0,3
9392,9393,Sony Smart TV,HP,183,"Plastic, aluminum",125,Airplane,50,117,5,0,4,RoHS Compliant,Energy Star Certified,1,5
9393,9394,Sony Smart TV,Sony,61,"Plastic, glass, copper, aluminum",30,Ship,1863,400,4,0,4,RoHS Compliant,Energy Star Certified,1,5
9394,9395,Sony Smart TV,Panasonic,73,"Plastic, aluminum",74,Airplane,1663,400,5,0,5,No Certification,Green Seal Certified,1,5
9395,9396,Sony Smart TV,Dell,60,"Glass, tungsten",77,Ship,1880,400,5,1,4,RoHS Compliant,Energy Star Certified,0,4
9396,9397,Sony Smart TV,Bosch,60,"Plastic, aluminum",30,Ship,1064,268,5,0,5,Cradle to Cradle Certified,Energy Star Certified,1,5
9397,9398,Sony Smart TV,HP,90,"Steel, plastic",102,Truck,454,128,4,0,3,RoHS Compliant,No Certification,0,3
9398,9399,Sony Smart TV,Philips,94,"Plastic, aluminum",286,Train,1174,135,5,9,5,ENERGY STAR Certified,Green Seal Certified,1,5
9399,9400,Sony Smart TV,Generic,1325,"Steel, plastic, copper",446,Truck,361,143,1,1,1,EPEAT Certified,No Certification,0,1
9400,9401,Sony Smart TV,Philips,446,"Steel, plastic, copper, aluminum",269,Train,1094,242,2,12,4,Cradle to Cradle Certified,Green Seal Certified,0,5
9401,9402,Sony Smart TV,Sony,100,"Plastic, glass, copper, aluminum",45,Airplane,1898,400,5,0,4,EcoLogo Certified,Energy Star Certified,1,5
9402,9403,Sony Smart TV,HP,158,"Plastic, aluminum",125,Ship,1680,400,5,0,4,ENERGY STAR Certified,Energy Star Certified,1,5
9403,9404,Sony Smart TV,HP,535,"Steel, plastic, copper, aluminum",397,Ship,849,99,5,8,3,ENERGY STAR Certified,Green Seal Certified,0,4
9404,9405,Sony Smart TV,Generic,60,"Steel, plastic, copper",69,Airplane,920,140,2,0,4,ENERGY STAR Certified,Energy Star Certified,1,3
9405,9406,Sony Smart TV,HP,60,"Plastic, aluminum",87,Ship,1574,400,5,0,4,EPEAT Certified,Energy Star Certified,1,5
9406,9407,Sony Smart TV,Bosch,575,"Steel, plastic, copper, aluminum",294,Truck,842,251,4,0,1,EPEAT Certified,Green Seal Certified,0,3
9407,9408,Sony Smart TV,HP,60,"Plastic, glass, copper, aluminum",121,Ship,704,400,5,0,3,ENERGY STAR Certified,No Certification,1,5
9408,9409,Sony Smart TV,HP,60,"Plastic, aluminum",50,Ship,1956,149,5,12,4,RoHS Compliant,Energy Star Certified,1,5
9409,9410,Sony Smart TV,Philips,664,"Glass, tungsten",60,Train,959,129,1,0,4,No Certification,No Certification,0,4
9410,9411,Sony Smart TV,LG,60,"Plastic, glass, copper, aluminum",37,Ship,1042,82,4,1,5,ENERGY STAR Certified,Energy Star Certified,1,5
9411,9412,Sony Smart TV,Whirlpool,445,"Steel, plastic, glass",337,Truck,1023,134,3,8,4,ENERGY STAR Certified,No Certification,0,1
9412,9413,Sony Smart TV,Whirlpool,416,"Steel, plastic, copper, aluminum",407,Ship,961,225,4,10,4,Cradle to Cradle Certified,Green Seal Certified,0,5
9413,9414,Sony Smart TV,Sony,789,"Plastic, aluminum",89,Airplane,136,160,5,0,4,ENERGY STAR Certified,EcoLogo Certified,1,5
9414,9415,Sony Smart TV,Sony,152,"Plastic, aluminum",36,Airplane,900,400,5,0,4,EPEAT Certified,Energy Star Certified,1,5
9415,9416,Sony Smart TV,Sony,60,"Plastic, aluminum",70,Truck,1501,95,5,0,4,RoHS Compliant,Energy Star Certified,1,5
9416,9417,Sony Smart TV,HP,274,"Plastic, aluminum",81,Ship,1243,400,5,0,5,ENERGY STAR Certified,Energy Star Certified,1,5
9417,9418,Sony Smart TV,LG,60,"Plastic, aluminum",45,Airplane,2000,400,5,0,5,RoHS Compliant,Energy Star Certified,1,4
9418,9419,Sony Smart TV,LG,81,"Plastic, aluminum",85,Airplane,1786,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
9419,9420,Sony Smart TV,Maytag,516,"Steel, plastic, copper, aluminum",294,Truck,1003,203,5,0,4,Cradle to Cradle Certified,Green Seal Certified,0,3
9420,9421,Sony Smart TV,Samsung,133,"Steel, plastic",84,Truck,289,91,1,0,1,No Certification,EcoLogo Certified,1,1
9421,9422,Sony Smart TV,Generic,205,"Plastic, aluminum",101,Truck,50,154,5,0,4,ENERGY STAR Certified,Energy Star Certified,1,4
9422,9423,Sony Smart TV,Panasonic,501,"Steel, plastic, copper, aluminum",308,Truck,869,222,5,6,1,ENERGY STAR Certified,EcoLogo Certified,0,2
9423,9424,Sony Smart TV,Dell,60,"Steel, plastic, copper, aluminum",72,Airplane,603,156,4,0,4,No Certification,No Certification,1,4
9424,9425,Sony Smart TV,Philips,202,"Glass, tungsten",30,Ship,1260,400,4,1,5,RoHS Compliant,No Certification,1,5
9425,9426,Sony Smart TV,Dell,129,"Steel, plastic, glass",109,Ship,1773,393,4,0,3,RoHS Compliant,EcoLabel Certified,1,5
9426,9427,Sony Smart TV,Panasonic,405,"Plastic, aluminum",377,Ship,1849,125,5,0,4,RoHS Compliant,EcoLogo Certified,1,5
9427,9428,Sony Smart TV,Philips,69,"Plastic, glass, copper, aluminum",36,Airplane,1358,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
9428,9429,Sony Smart TV,Generic,60,"Steel, plastic, glass",43,Train,779,400,4,0,5,ENERGY STAR Certified,EcoLogo Certified,1,3
9429,9430,Sony Smart TV,Maytag,820,"Steel, plastic, copper, aluminum",349,Truck,1044,265,2,10,1,Cradle to Cradle Certified,Green Seal Certified,0,4
9430,9431,Sony Smart TV,Panasonic,69,"Plastic, glass, copper, aluminum",94,Airplane,1653,400,5,0,5,EPEAT Certified,Energy Star Certified,1,4
9431,9432,Sony Smart TV,Maytag,569,"Plastic, glass, copper, aluminum",108,Truck,709,214,5,0,4,Cradle to Cradle Certified,Green Seal Certified,0,5
9432,9433,Sony Smart TV,Dell,60,"Plastic, glass, copper, aluminum",46,Airplane,1670,121,4,0,4,No Certification,Energy Star Certified,1,4
9433,9434,Sony Smart TV,Sony,495,"Steel, plastic, copper, aluminum",379,Train,1029,204,1,1,3,ENERGY STAR Certified,Green Seal Certified,0,5
9434,9435,Sony Smart TV,Bosch,60,"Steel, plastic, copper, aluminum",285,Truck,716,230,2,0,4,No Certification,Energy Star Certified,0,5
9435,9436,Sony Smart TV,Maytag,353,"Steel, plastic, copper, aluminum",280,Train,770,211,3,11,5,Cradle to Cradle Certified,EcoLogo Certified,0,5
9436,9437,Whirlpool Washer,Generic,478,"Steel, plastic, copper, aluminum",363,Train,1070,151,1,14,1,ENERGY STAR Certified,Green Seal Certified,0,3
9437,9438,Whirlpool Washer,Sony,521,"Steel, plastic, copper",338,Ship,924,327,4,0,4,Green Seal Certified,Energy Star Certified,0,4
9438,9439,Whirlpool Washer,Philips,60,"Steel, plastic, copper, aluminum",100,Ship,734,190,5,0,5,EPEAT Certified,Energy Star Certified,0,5
9439,9440,Whirlpool Washer,Maytag,308,"Steel, plastic, copper, aluminum",246,Train,1207,284,5,8,4,ENERGY STAR Certified,EcoLogo Certified,0,5
9440,9441,Whirlpool Washer,Whirlpool,81,"Steel, plastic, glass",87,Truck,1574,400,5,0,4,EPEAT Certified,EcoLogo Certified,1,4
9441,9442,Whirlpool Washer,Panasonic,1119,"Steel, plastic, glass",750,Truck,106,160,3,0,1,EcoLogo Certified,No Certification,0,2
9442,9443,Whirlpool Washer,Bosch,463,"Steel, plastic, copper, aluminum",302,Ship,518,400,4,10,4,Energy Star Certified,EcoLogo Certified,0,2
9443,9444,Whirlpool Washer,Sony,60,"Steel, plastic, copper, aluminum",369,Airplane,740,270,5,10,4,Cradle to Cradle Certified,Green Seal Certified,1,5
9444,9445,Whirlpool Washer,Whirlpool,387,"Plastic, aluminum",323,Ship,795,171,3,11,5,Cradle to Cradle Certified,EcoLogo Certified,1,4
9445,9446,Whirlpool Washer,Whirlpool,615,"Steel, plastic, glass",345,Truck,160,223,5,1,1,Green Seal Certified,Green Seal Certified,0,3
9446,9447,Whirlpool Washer,Whirlpool,354,"Steel, plastic, copper, aluminum",417,Ship,1102,177,2,7,4,Cradle to Cradle Certified,Green Seal Certified,0,4
9447,9448,Whirlpool Washer,Generic,711,"Steel, plastic, copper, aluminum",364,Truck,768,97,2,15,1,No Certification,Green Seal Certified,0,1
9448,9449,Whirlpool Washer,Maytag,568,"Steel, plastic",303,Train,650,137,2,15,1,No Certification,No Certification,0,4
9449,9450,Whirlpool Washer,Whirlpool,551,"Steel, plastic, glass",535,Truck,791,158,3,14,1,Cradle to Cradle Certified,No Certification,0,1
9450,9451,Whirlpool Washer,LG,67,"Steel, plastic, glass",409,Truck,650,128,3,1,5,EPEAT Certified,Green Seal Certified,0,3
9451,9452,Whirlpool Washer,Generic,611,"Plastic, aluminum",41,Train,408,245,4,1,4,No Certification,No Certification,1,4
9452,9453,Whirlpool Washer,Samsung,1287,"Steel, plastic, copper, aluminum",172,Truck,50,150,1,0,4,No Certification,No Certification,0,1
9453,9454,Whirlpool Washer,Maytag,351,"Steel, plastic, copper, aluminum",349,Ship,1155,188,5,11,4,RoHS Compliant,Green Seal Certified,0,5
9454,9455,Whirlpool Washer,Generic,722,"Plastic, glass, copper, aluminum",610,Train,596,124,3,0,2,Green Seal Certified,Energy Star Certified,0,1
9455,9456,Whirlpool Washer,Panasonic,673,"Steel, plastic, copper, aluminum",381,Train,844,164,3,10,5,Cradle to Cradle Certified,Green Seal Certified,0,4
9456,9457,Whirlpool Washer,Samsung,378,"Steel, plastic, copper, aluminum",329,Ship,816,152,3,15,4,RoHS Compliant,Green Seal Certified,0,2
9457,9458,Whirlpool Washer,Bosch,254,"Steel, plastic, copper, aluminum",221,Train,775,236,3,9,5,ENERGY STAR Certified,Green Seal Certified,0,3
9458,9459,Whirlpool Washer,Dell,60,"Plastic, glass, copper, aluminum",415,Ship,1174,35,4,0,4,No Certification,Green Seal Certified,0,3
9459,9460,Whirlpool Washer,Sony,60,"Steel, plastic, copper",128,Ship,974,143,5,1,5,EcoLogo Certified,Green Seal Certified,0,5
9460,9461,Whirlpool Washer,Philips,100,"Steel, aluminum",73,Truck,1956,12,5,0,5,ENERGY STAR Certified,Energy Star Certified,1,5
9461,9462,Whirlpool Washer,Whirlpool,577,"Plastic, aluminum",206,Train,2000,400,5,11,4,RoHS Compliant,EcoLogo Certified,0,3
9462,9463,Whirlpool Washer,Bosch,505,"Steel, plastic",266,Ship,1061,240,5,13,3,Cradle to Cradle Certified,Green Seal Certified,0,2
9463,9464,Whirlpool Washer,Maytag,495,"Steel, plastic, copper, aluminum",335,Ship,862,279,2,15,4,EcoLogo Certified,EcoLogo Certified,0,5
9464,9465,Whirlpool Washer,Sony,579,"Plastic, aluminum",261,Train,1023,400,5,14,4,Cradle to Cradle Certified,EcoLogo Certified,1,5
9465,9466,Whirlpool Washer,Generic,475,"Steel, plastic, copper, aluminum",252,Train,50,143,2,0,1,ENERGY STAR Certified,Green Seal Certified,0,1
9466,9467,Whirlpool Washer,Bosch,659,"Steel, aluminum",117,Train,890,216,2,9,2,ENERGY STAR Certified,Energy Star Certified,1,2
9467,9468,Whirlpool Washer,Bosch,60,"Steel, plastic, glass",750,Truck,567,370,1,0,1,Cradle to Cradle Certified,Green Seal Certified,0,3
9468,9469,Whirlpool Washer,Philips,481,"Steel, plastic, copper, aluminum",364,Ship,893,167,5,7,2,Cradle to Cradle Certified,Green Seal Certified,0,4
9469,9470,Whirlpool Washer,Generic,611,"Steel, plastic",627,Truck,505,277,2,0,1,No Certification,EcoLogo Certified,0,3
9470,9471,Whirlpool Washer,Bosch,784,"Steel, plastic, glass",375,Ship,758,215,3,13,1,EPEAT Certified,EcoLabel Certified,0,3
9471,9472,Whirlpool Washer,Generic,467,"Steel, plastic, copper, aluminum",333,Ship,816,276,4,0,4,Cradle to Cradle Certified,EcoLabel Certified,1,5
9472,9473,Whirlpool Washer,Whirlpool,122,"Steel, plastic, copper",100,Ship,50,400,5,0,4,RoHS Compliant,EcoLogo Certified,1,4
9473,9474,Whirlpool Washer,Maytag,644,"Steel, plastic, copper, aluminum",304,Train,1035,207,3,11,3,Cradle to Cradle Certified,Green Seal Certified,0,5
9474,9475,Whirlpool Washer,Maytag,463,"Steel, plastic, copper, aluminum",386,Truck,823,240,3,9,1,ENERGY STAR Certified,EcoLogo Certified,0,3
